date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
2025-06-10T00:00:00.000Z,143.96,144.29,141.525,142.69,155881897,143.9499215906,144.2798984878,141.515092061,142.6800105013,155881897,0.0,1.0
2025-06-11T00:00:00.000Z,142.83,144.99,141.87,144.61,167694044,142.83,144.99,141.87,144.61,167694044,0.01,1.0
2025-06-12T00:00:00.000Z,145.0,145.0,141.85,141.97,162364991,145.0,145.0,141.85,141.97,162364991,0.0,1.0
2025-06-13T00:00:00.000Z,141.97,143.58,140.855,142.48,180820565,141.97,143.58,140.855,142.48,180820565,0.0,1.0
2025-06-16T00:00:00.000Z,144.69,146.175,143.2001,143.345,183133666,144.69,146.175,143.2001,143.345,183133666,0.0,1.0
2025-06-17T00:00:00.000Z,144.12,145.22,143.78,144.49,139108000,144.12,145.22,143.78,144.49,139108000,0.0,1.0
2025-06-18T00:00:00.000Z,145.48,145.65,143.12,144.005,161494121,145.48,145.65,143.12,144.005,161494121,0.0,1.0
2025-06-20T00:00:00.000Z,143.85,146.2,142.65,145.45,242956157,143.85,146.2,142.65,145.45,242956157,0.0,1.0
2025-06-23T00:00:00.000Z,144.17,144.78,142.03,142.5,154308941,144.17,144.78,142.03,142.5,154308941,0.0,1.0
2025-06-24T00:00:00.000Z,147.9,147.96,145.5,145.56,187566121,147.9,147.96,145.5,145.56,187566121,0.0,1.0
2025-06-25T00:00:00.000Z,154.31,154.45,149.26,149.27,269146471,154.31,154.45,149.26,149.27,269146471,0.0,1.0
2025-06-26T00:00:00.000Z,155.02,156.715,154.0,155.975,198145746,155.02,156.715,154.0,155.975,198145746,0.0,1.0
2025-06-27T00:00:00.000Z,157.75,158.71,155.255,156.04,263234539,157.75,158.71,155.255,156.04,263234539,0.0,1.0
2025-06-30T00:00:00.000Z,157.99,158.66,155.96,158.4,194580316,157.99,158.66,155.96,158.4,194580316,0.0,1.0
2025-07-01T00:00:00.000Z,153.3,157.2,151.49,156.29,213143621,153.3,157.2,151.49,156.29,213143621,0.0,1.0
2025-07-02T00:00:00.000Z,157.25,157.6,152.97,152.98,171224111,157.25,157.6,152.97,152.98,171224111,0.0,1.0
2025-07-03T00:00:00.000Z,159.34,160.98,157.77,158.37,143716055,159.34,160.98,157.77,158.37,143716055,0.0,1.0
2025-07-07T00:00:00.000Z,158.24,159.31,157.342,158.2,140138975,158.24,159.31,157.342,158.2,140138975,0.0,1.0
2025-07-08T00:00:00.000Z,160.0,160.22,158.39,159.33,138133025,160.0,160.22,158.39,159.33,138133025,0.0,1.0
2025-07-09T00:00:00.000Z,162.88,164.42,161.16,161.22,183656443,162.88,164.42,161.16,161.22,183656443,0.0,1.0
