date,open,high,low,close,volume,dividends,stock splits,capital gains,returns,sma5,sma20,psi,volatility,rho,momentum,q_raw,volume_ma,f,coherence,optimal_coherence,coherence_deviation,wisdom_emotion_ratio,we_imbalance_cost,volatility_change,volatility_cost,volume_zscore,volume_cost,trend_change,reversal_cost,truth_cost,cumulative_truth_cost,truth_cost_acceleration
2025-04-11 00:00:00-04:00,521.4683746979002,534.8488005902628,518.5370382681921,532.3661499023438,97866300,0.0,0.0,0.0,,,,,,,,,,,,0.6,,,0.0,,,1.9748553655995136,0.0,,,,,
2025-04-14 00:00:00-04:00,542.4463448071801,542.6757082402244,532.2863784402284,537.5308837890625,68034000,0.0,0.0,0.0,0.009701469350871017,,,,,,,,,,,0.6,,,0.0,,,0.1658375721044088,0.0,,,,,
2025-04-15 00:00:00-04:00,538.079255112781,541.6287592452915,535.2276998357879,536.0253295898438,56892900,0.0,0.0,0.0,-0.0028008701353233745,,,,,,,,,,,0.6,,,0.0,,,0.9652956791981686,0.0,,,,,
2025-04-16 00:00:00-04:00,530.1128095536914,536.3045268284891,518.7563681804631,524.1105346679688,83484800,0.0,0.0,0.0,-0.0222280445795201,,,,,,,,,,,0.6,,,0.0,,,0.9428740740601768,0.0,,,,,
2025-04-17 00:00:00-04:00,526.0847532599682,529.604316656272,522.3657063534529,524.8583374023438,79741000,0.0,0.0,0.0,0.0014268034792483952,530.9782470703125,,,,,,,,,,0.6,,,0.0,,,0.6742281359268131,0.0,,,,,
2025-04-21 00:00:00-04:00,519.6238052831814,520.1622525299349,506.96125797993665,512.3652954101562,69368100,0.0,0.0,0.0,-0.023802693225792537,526.978076171875,,,,,-0.00754066702210332,0.377033351105166,,,,0.6,,,0.0,,,0.07010581665173492,0.0,,,,,
2025-04-22 00:00:00-04:00,518.6068942866489,527.7398682752878,517.6596822546041,525.6959228515625,75948100,0.0,0.0,0.0,0.02601781885077692,524.611083984375,,,,,-0.004277397122122139,0.21386985610610695,,,,0.6,,,0.0,,,0.4020589017941043,0.0,,,,,
2025-04-23 00:00:00-04:00,538.8370393033936,543.8223014706125,532.306358035387,533.841796875,90590700,0.0,0.0,0.0,0.015495410311062274,524.1743774414062,,,,,-0.0006181410328450099,0.030907051642250497,,,,0.6,,,0.0,,,1.4527760912036858,0.0,,,,,
2025-04-24 00:00:00-04:00,535.137968583152,545.8164223668259,533.8717533370633,545.07861328125,64150400,0.0,0.0,0.0,0.021048963329638015,528.3679931640625,,,,,0.008037260548986614,0.4018630274493307,,,,0.6,,,0.0,,,0.4445152165658467,0.0,,,,,
2025-04-25 00:00:00-04:00,545.0387382920208,549.4257324957449,542.0874411745963,549.0169677734375,61119600,0.0,0.0,0.0,0.007225296308140727,533.1997192382812,,,,,0.00919695911476508,0.45984795573825404,,,,0.6,,,0.0,,,0.6619980172749119,0.0,,,,,
2025-04-28 00:00:00-04:00,549.7647656303432,551.9183721484593,543.4135463851055,549.226318359375,47613800,0.0,0.0,0.0,0.0003813189723198551,540.571923828125,,,,,0.014033761554387559,0.7016880777193779,,,,0.6,,,0.0,,,1.6311412170295951,0.0,,,,,
2025-04-29 00:00:00-04:00,547.2920086038646,553.8127702769649,546.9330843434874,552.6860961914062,47775100,0.0,0.0,0.0,0.006299366429427744,545.9699584960938,,,,,0.010090071070117723,0.5045035535058862,,,,0.6,,,0.0,,,1.6195667232476325,0.0,,,,,
2025-04-30 00:00:00-04:00,545.9560300157574,554.8796618213433,539.9238747243568,552.9054565429688,93101500,0.0,0.0,0.0,0.00039689862486880223,549.7826904296875,,,,,0.007070368732879029,0.35351843664395144,,,,0.6,,,0.0,,,1.6329449627954506,0.0,,,,,
2025-05-01 00:00:00-04:00,558.7182765361568,562.4073827721945,556.2156651498251,556.8238525390625,63186100,0.0,0.0,0.0,0.007086918658016916,552.13173828125,,,,,0.004277959798554809,0.21389798992774042,,,,0.6,,,0.0,,,0.5137110278116404,0.0,,,,,
2025-05-02 00:00:00-04:00,563.0653709624233,566.7046364907385,560.7223222120272,565.0894165039062,60717300,0.0,0.0,0.0,0.014844126966101712,555.3462280273437,,,,,0.005801725930147006,0.2900862965073503,,,,0.6,,,0.0,,,0.6908660820516234,0.0,,,,,
2025-05-05 00:00:00-04:00,560.9117673476358,564.9797581165675,560.0443366413908,561.8489990234375,38659200,0.0,0.0,0.0,-0.005734344664454216,557.8707641601562,,,,,0.004578593202792192,0.22892966013960958,,,,0.6,,,0.0,,,2.2737014279407064,0.22737014279407064,,,,,
2025-05-06 00:00:00-04:00,556.2854623092777,561.6894695117311,555.3183506499339,557.1528930664062,48264700,0.0,0.0,0.0,-0.008358306173355534,558.7641235351563,,,,,0.001647058682235536,0.0823529341117768,,,,0.6,,,0.0,,,1.5844342238325744,0.0,,,,,
2025-05-07 00:00:00-04:00,558.4989192920236,562.1580845152806,554.4009877287364,559.4959716796875,55588000,0.0,0.0,0.0,0.004205449962551011,560.0822265625,,,,,0.0024087689497719776,0.12043844748859887,,,,0.6,,,0.0,,,1.0589321140157941,0.0,,,,,
2025-05-08 00:00:00-04:00,563.5739323580718,568.6289957190513,560.0443884974118,563.3944702148438,65130800,0.0,0.0,0.0,0.006967875967815118,561.3963500976563,,,,,0.002384960411731618,0.1192480205865809,,,,0.6,,,0.0,,,0.3741641086685365,0.0,,,,,
2025-05-09 00:00:00-04:00,564.8102205798259,565.8272334952061,561.1012148853195,562.6765747070312,37603400,0.0,0.0,0.0,-0.0012742324352930101,560.9137817382813,545.1094940185546,0.28992868209315537,,,-0.0008387114685473263,0.04193557342736631,65241790.0,0.2881849195124781,,0.6,,,0.0,,,2.349463055560025,0.23494630555600252,,,,,
2025-05-12 00:00:00-04:00,579.7560672258437,581.2815867067962,575.3391321114739,581.2716064453125,78993600,0.0,0.0,0.0,0.033047460253633476,564.7983032226563,547.5547668457032,0.3149189345257258,22.28905234836955,0.47293563911632786,0.006917649515070212,0.3458824757535106,64298155.0,0.6142757906506027,0.42838802537343873,0.6,0.17161197462656125,1.0606733048144565,0.0,,,0.6205965385762933,0.0,0.024990252432570415,0.012495126216285207,,,
2025-05-13 00:00:00-04:00,581.6903470478828,587.343678293745,581.1220807001266,585.1102905273438,67947200,0.0,0.0,0.0,0.006603942183768696,570.3897827148437,549.9337371826172,0.3719729150829253,22.22014299749655,0.47370753815745964,0.009910099186495058,0.49550495932475286,64293815.0,0.5284116364847847,0.458487455134023,0.6,0.14151254486597697,0.795472028804932,0.10134462404778642,0.0689093508730032,0.0006890935087300321,0.17206612796475818,0.0,0.05705398055719951,0.028526990278599756,0.06513115947197683,0.06513115947197683,
2025-05-14 00:00:00-04:00,586.0774155967079,587.2439499583633,583.8140869943453,585.8580932617188,66283500,0.0,0.0,0.0,0.0012780543198120942,575.66220703125,552.4253753662109,0.4206329524532617,22.093032782817136,0.47513801400796746,0.009324620057947274,0.4662310028973637,64763345.0,0.511736229807154,0.46432473647927225,0.6,0.13567526352072773,0.8391239822205426,0.07500538711145052,0.12711021467941208,0.0012711021467941208,0.29144917387332087,0.0,0.04866003737033642,0.02433001868516821,0.05657388589017862,0.12170504536215546,
2025-05-15 00:00:00-04:00,583.8340232035316,589.2280501171933,583.3753571741278,588.7196044921875,71268100,0.0,0.0,0.0,0.004884307758791007,580.7272338867188,555.6558288574219,0.4512038518672694,19.701846507764202,0.5037549071197166,0.008907906416142452,0.44539532080712263,64152510.0,0.555458391261698,0.48665837010985996,0.6,0.11334162989014002,0.9236509517064009,0.034005508858046075,2.3911862750529345,0.023911862750529346,0.06623353973840103,0.0,0.0305708994140077,0.01528544970700385,0.04391197469320297,0.16561702005535842,
2025-05-16 00:00:00-04:00,589.5072306166389,592.7476509117832,587.5430666021017,592.4485473632812,76052100,0.0,0.0,0.0,0.006333987933543117,586.6816284179688,559.0353393554688,0.49453562442715004,19.630881877392326,0.5046569506546641,0.010429550489909678,0.5214775244954839,63968065.0,0.5944536543351749,0.522944008290676,0.6,0.07705599170932398,0.8120276772106041,0.09802334156188021,0.07096463037187561,0.0007096463037187562,0.40952168761756436,0.0,0.04333177255988063,0.021665886279940316,0.047161645520535846,0.21277866557589425,
2025-05-19 00:00:00-04:00,586.3665146930052,593.784587269064,586.3665146930052,593.0966186523438,68168500,0.0,0.0,0.0,0.0010938861981293346,589.046630859375,563.0719055175781,0.46130387766231773,16.299591403504518,0.5509703891066144,0.00403883567880885,0.2019417839404425,63908085.0,0.5333323631900408,0.4507371094567763,0.6,0.14926289054322367,1.8247570174497363,0.0,3.331290473887808,0.03331290473887808,0.15618618082310706,0.0,0.033231746764832315,0.016615873382416158,0.04647068459094396,0.2592493501668382,
2025-05-20 00:00:00-04:00,591.341882776371,592.2990142108393,587.8621184990102,591.1025390625,60614500,0.0,0.0,0.0,-0.003362149651729207,590.2450805664063,566.342236328125,0.4220565358722882,15.142008732351245,0.5691194306029603,0.002045617311709269,0.10228086558546345,63141405.0,0.4799901110847945,0.4138069852766261,0.6,0.18619301472337385,2.8135109514968333,0.0,1.157582671153273,0.011575826711532731,0.6982427588078897,0.0,0.03924734179002953,0.019623670895014766,0.051806969657402224,0.3110563198242404,-0.0026648379629149177
2025-05-21 00:00:00-04:00,586.7055374013049,590.8333490882792,580.1050551487234,581.1419677734375,95197700,0.0,0.0,0.0,-0.016850834890440813,589.30185546875,568.7072448730469,0.36213026616709376,16.702683404222398,0.5449192850487639,-0.0015801605303413125,0.07900802651706562,63371755.0,0.7511051256194499,0.4381374957920604,0.6,0.16186250420793957,3.0441053155614464,0.0,1.560674671871153,0.01560674671871153,1.7833631516717678,0.0,0.059926269705194435,0.029963134852597217,0.048081445623616784,0.3591377654478572,-0.0016984880533123733
2025-05-22 00:00:00-04:00,580.942551785946,584.8909013825514,579.6962362276395,581.371337890625,70860400,0.0,0.0,0.0,0.00039468861295000046,587.8322021484375,570.5218811035156,0.3034120446255265,15.524139658659017,0.5629974488382858,-0.0024780843595095135,0.12390421797547567,63707255.0,0.5561407409564264,0.3959318398255241,0.6,0.20406816017447588,2.5144566454748576,0.0,1.1785437455633812,0.011785437455633811,0.03697798415931765,0.0,0.05871822154156725,0.029359110770783625,0.05777799415036328,0.41691575959822047,0.002773203891432069
2025-05-23 00:00:00-04:00,574.2822361785879,580.0950688548037,573.9033513887334,577.4030151367188,76029000,0.0,0.0,0.0,-0.006825797034137326,584.823095703125,571.9411834716797,0.22523141546220155,15.84755638727104,0.557918084678757,-0.005110041353045602,0.2555020676522801,64452725.0,0.5898043876345026,0.4040061410996441,0.6,0.19599385890035587,1.5693807025180566,0.0,0.3234167286120222,0.003234167286120222,0.4078640880740843,0.0,0.07818062916332497,0.03909031458166248,0.05550884536956238,0.4724246049677828,0.0016694399698053072
2025-05-27 00:00:00-04:00,584.3425491795706,589.5670943925401,576.725053693289,589.4075927734375,72588500,0.0,0.0,0.0,0.02079063898527833,584.0852905273438,573.9502471923828,0.17658400505164012,17.081467757430616,0.5393529762853649,-0.0011706907956158031,0.05853453978079016,65701460.0,0.5524116206854459,0.33697032649434877,0.6,0.2630296735056512,3.402116516887376,0.0,1.2339113701595767,0.012339113701595768,0.16098221667394602,0.0,0.04864741041056142,0.02432370520528071,0.07187379689752406,0.5442984018653069,0.00508062246131602
2025-05-28 00:00:00-04:00,589.8163475692377,591.0228029471133,585.2598105493923,585.9976196289062,68445500,0.0,0.0,0.0,-0.005785424528526595,583.064306640625,575.6158233642578,0.12940025228690832,17.36364278530858,0.5352797133545024,-0.0016553457709752805,0.08276728854876403,66734980.0,0.5128157676828554,0.3185206009387471,0.6,0.28147939906125286,2.9287500931091657,0.0,0.28217502787796533,0.0028217502787796535,0.13630933781254514,0.0,0.0471837527647318,0.0235918763823659,0.07447298127842403,0.6187713831437309,0.004533202324204351
