date,open,high,low,close,volume,dividends,stock splits,returns,sma5,sma20,psi,volatility,rho,momentum,q_raw,volume_ma,f,coherence,optimal_coherence,coherence_deviation,wisdom_emotion_ratio,we_imbalance_cost,volatility_change,volatility_cost,volume_zscore,volume_cost,trend_change,reversal_cost,truth_cost,cumulative_truth_cost,truth_cost_acceleration
2025-04-11 00:00:00-04:00,108.49246311009279,111.54225429514813,107.47253732050476,110.92229461669922,313417300,0.0,0.0,,,,,,,,,,,,0.6,,,0.0,,,1.6587753469650977,0.0,,,,,
2025-04-14 00:00:00-04:00,114.10207400079875,114.282061802319,109.06242318709587,110.70230865478516,264705000,0.0,0.0,-0.001983243879638774,,,,,,,,,,,0.6,,,0.0,,,0.8343227733405263,0.0,,,,,
2025-04-15 00:00:00-04:00,110.96229700273265,113.61211454925541,110.49232841239639,112.19220733642578,228966900,0.0,0.0,0.013458605333035445,,,,,,,,,,,0.6,,,0.0,,,0.22945770801919482,0.0,,,,,
2025-04-16 00:00:00-04:00,104.54274333093115,106.78258565420647,100.44302192276541,104.48274230957031,397016900,0.0,0.0,-0.06871658210393738,,,,,,,,,,,0.6,,,0.0,,,3.073693250122713,0.3073693250122713,,,,,
2025-04-17 00:00:00-04:00,104.44274178425454,104.46274466720584,100.04305351417702,101.48294830322266,290833400,0.0,0.0,-0.02871090421286615,107.95650024414063,,,,,,,,,,0.6,,,0.0,,,1.2765442784776735,0.0,,,,,
2025-04-21 00:00:00-04:00,98.76313836502491,99.43309764026857,95.03340163666236,96.90327453613281,288501100,0.0,0.0,-0.04512751988054342,105.15269622802734,,,,,-0.026215928948790056,1.0,,,,0.6,,,0.0,,,1.2370702495883665,0.0,,,,,
2025-04-22 00:00:00-04:00,98.77313996214224,99.80306722318255,97.2732441150665,98.88313293457031,241004800,0.0,0.0,0.02043128478284051,102.78886108398437,,,,,-0.021733023216294202,1.0,,,,0.6,,,0.0,,,0.4331983984820805,0.0,,,,,
2025-04-23 00:00:00-04:00,104.51273745001276,104.79272441151089,102.01291108169299,102.70286560058594,247526000,0.0,0.0,0.03862875854209724,100.8909927368164,,,,,-0.01669899257448184,0.834949628724092,,,,0.6,,,0.0,,,0.5435692929608992,0.0,,,,,
2025-04-24 00:00:00-04:00,103.47281538750215,106.53260039132012,103.10283834219908,106.422607421875,220815000,0.0,0.0,0.036218481339705066,101.27896575927734,,,,,0.004288020114246649,0.21440100571233242,,,,0.6,,,0.0,,,0.09148731994615898,0.0,,,,,
2025-04-25 00:00:00-04:00,106.84258154964476,111.9122293136747,105.72266417620379,111.0022964477539,251064700,0.0,0.0,0.04303304661315366,103.18283538818359,,,,,0.018636810279450612,0.9318405139725306,,,,0.6,,,0.0,,,0.6034615649801893,0.0,,,,,
2025-04-28 00:00:00-04:00,109.68238265297498,110.36233572086073,106.01263179735646,108.72245025634766,207708500,0.0,0.0,-0.020538729957531254,105.54667053222656,,,,,0.023554568264053045,1.0,,,,0.6,,,0.0,,,0.13033935742712138,0.0,,,,,
2025-04-29 00:00:00-04:00,107.66252352883211,110.19234667117642,107.43254376799985,109.0124282836914,170444300,0.0,0.0,0.002667140288505676,107.57252960205078,,,,,0.020001739365186077,1.0,,,,0.6,,,0.0,,,0.7610335680076268,0.0,,,,,
2025-04-30 00:00:00-04:00,104.46274938923446,108.91243743896484,104.07277707156662,108.91243743896484,235044600,0.0,0.0,-0.0009172426144508083,108.81444396972657,,,,,0.012092539133876468,0.6046269566938234,,,,0.6,,,0.0,,,0.3323223932571749,0.0,,,,,
2025-05-01 00:00:00-04:00,113.07214827264656,114.93201970345093,111.29227311666197,111.60224914550781,236121500,0.0,0.0,0.024697011377147415,109.85037231445312,,,,,0.009788245141364938,0.4894122570682469,,,,0.6,,,0.0,,,0.35054885713870587,0.0,,,,,
2025-05-02 00:00:00-04:00,114.17207269391602,115.39198920893173,113.36213137411846,114.49205017089844,190194800,0.0,0.0,0.025893752567861528,110.54832305908204,,,,,0.006360386332306511,0.31801931661532556,,,,0.6,,,0.0,,,0.4267576139801615,0.0,,,,,
2025-05-05 00:00:00-04:00,112.90216280263321,114.6620350893898,112.65218016349414,113.81209564208984,133163200,0.0,0.0,-0.005938879841819955,111.56625213623047,,,,,0.009280356355448771,0.46401781777243856,,,,0.6,,,0.0,,,1.3920138100112893,0.0,,,,,
2025-05-06 00:00:00-04:00,111.47226518321953,114.73203340369881,110.81230733401684,113.53211975097656,158525600,0.0,0.0,-0.0024599836206665726,112.4701904296875,,,,,0.008254931573614321,0.41274657868071607,,,,0.6,,,0.0,,,0.9627568060657595,0.0,,,,,
2025-05-07 00:00:00-04:00,113.04215608614977,117.67183196470502,112.27220526080853,117.05187225341797,206758800,0.0,0.0,0.03100226182829746,114.09807739257812,,,,,0.014638832462163975,0.7319416231081988,,,,0.6,,,0.0,,,0.14641296941364748,0.0,,,,,
2025-05-08 00:00:00-04:00,118.24179071447391,118.67176116768113,115.84195580422112,117.36185455322266,198428100,0.0,0.0,0.002648247258562275,115.2499984741211,,,,,0.010229079638446947,0.5114539819223474,,,,0.6,,,0.0,,,0.2874095360938128,0.0,,,,,
2025-05-09 00:00:00-04:00,117.34184743589364,118.2217911942619,115.20199668891294,116.64189910888672,132972200,0.0,0.0,-0.006134492736815433,115.67996826171876,109.34190673828125,0.5796552952573041,,,0.003823430577511555,0.19117152887557776,230660635.0,0.2882420747692817,,0.6,,,0.0,,,1.395246472841053,0.0,,,,,
