date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
2025-06-10T00:00:00.000Z,178.6,181.105,174.91,176.2,61766121,178.6,181.105,174.91,176.2,61766121,0.0,1.0
2025-06-11T00:00:00.000Z,177.35,180.37,176.75,179.77,31646757,177.35,180.37,176.75,179.77,31646757,0.0,1.0
2025-06-12T00:00:00.000Z,175.7,176.72,174.745,176.18,20941873,175.7,176.72,174.745,176.18,20941873,0.0,1.0
2025-06-13T00:00:00.000Z,174.67,177.13,172.385,172.44,27663107,174.67,177.13,172.385,172.44,27663107,0.0,1.0
2025-06-16T00:00:00.000Z,176.77,176.94,174.65,174.73,27389208,176.77,176.94,174.65,174.73,27389208,0.0,1.0
2025-06-17T00:00:00.000Z,175.95,177.3648,174.58,175.7,24973043,175.95,177.3648,174.58,175.7,24973043,0.0,1.0
2025-06-18T00:00:00.000Z,173.32,176.56,173.2,176.01,28707524,173.32,176.56,173.2,176.01,28707524,0.0,1.0
2025-06-20T00:00:00.000Z,166.64,174.34,165.46,173.945,75659917,166.64,174.34,165.46,173.945,75659917,0.0,1.0
2025-06-23T00:00:00.000Z,165.19,167.34,162.0,166.27,57670985,165.19,167.34,162.0,166.27,57670985,0.0,1.0
2025-06-24T00:00:00.000Z,166.77,168.22,166.13,166.92,40524312,166.77,168.22,166.13,166.92,40524312,0.0,1.0
2025-06-25T00:00:00.000Z,170.68,172.36,167.55,167.63,35478989,170.68,172.36,167.55,167.63,35478989,0.0,1.0
2025-06-26T00:00:00.000Z,173.54,173.69,169.94,172.43,31796690,173.54,173.69,169.94,172.43,31796690,0.0,1.0
2025-06-27T00:00:00.000Z,178.53,178.68,171.73,173.54,108140200,178.53,178.68,171.73,173.54,108140200,0.0,1.0
2025-06-30T00:00:00.000Z,176.23,181.23,174.58,180.78,63378856,176.23,181.23,174.58,180.78,63378856,0.0,1.0
2025-07-01T00:00:00.000Z,175.84,176.09,173.53,175.735,35904526,175.84,176.09,173.53,175.735,35904526,0.0,1.0
2025-07-02T00:00:00.000Z,178.64,178.86,175.07,175.54,29128947,178.64,178.86,175.07,175.54,29128947,0.0,1.0
2025-07-03T00:00:00.000Z,179.53,179.67,177.05,178.5,21689729,179.53,179.67,177.05,178.5,21689729,0.0,1.0
2025-07-07T00:00:00.000Z,176.79,179.297,175.68,179.06,34175648,176.79,179.297,175.68,179.06,34175648,0.0,1.0
2025-07-08T00:00:00.000Z,174.36,177.95,172.81,177.85,40442535,174.36,177.95,172.81,177.85,40442535,0.0,1.0
2025-07-09T00:00:00.000Z,176.62,179.44,172.77,175.25,43025594,176.62,179.44,172.77,175.25,43025594,0.0,1.0
